HRS_1	CGCG	VCC	UGC	NGC	IC	Dist_Mpc	Type	E_BV	a	b	pa	FUVasy	e_FUVasy	NUVasy	e_NUVasy	logMstart	Flag12	S12	err12	Flag22	S22	err22	Flag100	S100	err100	Flag160	S160	err160	Flag250	S250	err_tot250	Flag350	S350	err_tot350	Flag500	S500	err_tot500	Npix250	Npix350	Npix500	err_inst250	err_inst350	err_inst500	err_conf250	err_conf350	err_conf500	err_sky250	err_sky350	err_sky500	Note
299	45108	0	8727	5300	0	16.73	7	0.023	163.38	107.94	140	14.527	0.051	14.325	0.03	9.63	1	192.18	15.22	1	160.27	30.99	1	5.03E+00	1.14E+00	1	7.65E+00	1.21E+00	1	5049	260.2	1	2611.8	253.4	1	1139.4	140.4	1540	862	381	19.5	14.3	11.6	65.3	53.3	38.8	251.1	247.3	134.4	-
300	218058	0	8756	0	0	19.34	4	0.014	75.72	42.66	85	-99.99	-99.99	18.032	0.043	9.47	1	29.04	1.57	1	24.14	4.63	1	6.28E-01	1.04E-01	1	8.53E-01	1.69E-01	1	567.6	63.5	1	290.7	43	1	105.2	23.9	282	161	73	8.1	6.5	5.2	27.9	23	17	56.5	35.8	15.9	-
301	17088	0	8790	5334	4338	19.71	7	0.046	175.14	126.84	40	14.599	0.051	14.356	0.03	9.75	1	174.39	14.6	1	137.86	30.01	1	5.01E+00	1.24E+00	1	8.02E+00	1.59E+00	1	5174.5	457.8	1	2867.7	275.2	1	1317.9	119.6	1933	1092	484	21.7	16.1	13.1	73.1	60	43.8	451.4	268.1	110.5	-
302	45137	0	8821	5348	0	20.61	6	0.029	154.03	39.77	177	16.493	0.05	16.04	0.03	9.24	1	36.86	3.18	1	26.49	6.12	1	1.51E+00	5.20E-01	1	1.96E+00	5.35E-01	1	1462	113.5	1	853.4	53.4	1	389.9	33.9	531	300	136	11.9	8.5	6.9	38.3	31.4	23.2	106.2	42.3	23.7	-
303	295024	0	8843	5372	0	24.53	5	0.01	62.16	58.21	40	15.958	0.159	15.47	0.03	9.23	1	165.6	3.55	1	205.88	7.84	1	4.72E+00	2.92E-01	1	3.35E+00	3.74E-01	1	1499.9	57.6	1	572.9	41.4	1	173.7	21.2	317	178	78	11.1	7.5	5.4	29.6	24.2	17.6	48.2	32.7	10.5	-
304	46001	0	8831	5356	0	19.57	6	0.025	133.1	51.44	12	17.55	0.05	16.709	0.031	10.01	1	137.95	4.44	1	97.84	9.54	1	3.40E+00	4.89E-01	1	5.72E+00	5.53E-01	1	3676.8	94.7	1	1734.4	66.2	1	635.9	40	595	333	146	14.3	9.7	7.4	40.6	33.1	24	84.4	56.5	31.1	-
305	46003	0	8838	5360	958	16.73	13	0.029	83.32	28.95	70	17.849	0.05	17.231	0.031	9.13	1	16.62	1.17	0	0	12.89	1	2.36E-01	1.05E-01	1	4.89E-01	1.14E-01	1	332.6	58.1	1	163.8	45.8	1	59	19.5	212	116	54	7.3	5.3	4.5	24.2	19.5	14.6	52.3	41.1	12.1	-
306	46007	0	8847	5363	0	16.23	13	-99.99	170.94	110.46	130	16.855	0.055	15.515	0.154	10.78	1	241.75	8.69	1	143.33	29.74	1	5.30E+00	1.69E+00	1	7.02E+00	1.31E+00	1	3199	288.8	1	1277.5	194.1	1	364.8	95.8	1645	931	415	21.5	14.9	12.1	67.4	55.4	40.5	280	185.5	86	-
307	46009	0	8853	5364	0	17.74	6	-99.99	283.92	183.54	30	13.855	0.05	13.431	0.03	10.25	1	807.04	32.05	1	637.43	77.44	1	1.84E+01	3.44E+00	1	3.03E+01	4.25E+00	1	17755.3	803.5	1	8647.4	639.7	1	3501.9	308	4550	2557	1134	33.8	25.1	20.3	112.2	91.8	67	794.9	632.6	299.9	-
308	46011	0	8857	0	0	15.59	5	0.033	20	20	0	18.809	0.051	17.994	0.031	8.61	1	5.33	1.21	0	0	9.82	1	8.70E-02	1.90E-02	1	1.58E-01	2.60E-02	2	92.4	6	2	31.6	6	0	30.3	0	65	38	15	0	0	2.8	0	0	9.1	0	0	3.4	-
309	272031	0	9036	5486	0	19.76	11	0.02	44.75	43.9	125	15.581	0.05	15.271	0.03	8.7	1	25.89	3.09	1	37	6.8	1	1.18E+00	1.35E-01	1	1.07E+00	1.35E-01	1	786	32.6	1	418.5	28.2	1	177.7	16.1	177	97	45	6.4	5.2	4.2	22.1	17.9	13.3	23.2	21.1	8	-
310	47010	0	9172	5560	0	24.54	5	0.03	149.15	50.61	115	16.26	0.05	15.683	0.031	9.94	1	179.48	4.37	1	191.15	19.51	1	4.26E+00	3.95E-01	1	6.35E+00	5.18E-01	1	3073.6	146.6	1	1287.9	114.7	1	468.6	54.5	660	367	165	14.3	9.8	7.7	42.7	34.8	25.5	139.5	108.9	47.5	-
311	47012	0	9175	5566	0	21.31	4	-99.99	197.25	103.36	35	16.04	0.05	15.293	0.032	10.81	1	335.13	17.12	0	0	196.57	1	7.07E+00	1.77E+00	1	1.23E+01	1.43E+00	1	7815.5	383.2	1	3672.6	303.2	1	1382.8	135.8	1780	1002	446	21.6	16	12.8	70.1	57.4	42	376.1	297.3	128.5	-
312	47020	0	9183	5576	0	21.17	0	-99.99	31.95	31.95	0	18.008	0.1	15.948	0.058	10.6	1	44.64	1.61	0	0	19.5	0	2.36E-01	0.00E+00	0	1.87E-01	0.00E+00	0	115.6	0	0	90.2	0	0	65.5	0	89	50	22	6.5	4.7	3.8	35.5	28.8	21.2	13.5	7.2	3.3	-
313	47022	0	9187	5577	0	21.29	6	0.04	154.05	64.78	55	16.058	0.05	15.575	0.03	9.64	1	108.27	6	0	0	79.21	1	2.55E+00	8.02E-01	1	3.80E+00	8.19E-01	1	3052.5	149.3	1	1596.4	79.4	1	670.7	50.5	875	491	218	15.2	11	8.9	49.2	40.2	29.4	140.1	67.6	40.1	-
314	19012	0	9215	0	0	19.84	9	0.032	95.39	62.83	165	14.804	0.05	14.465	0.03	9.07	1	77.69	7.43	1	103.31	16.61	1	2.77E+00	4.17E-01	1	3.32E+00	2.30E-01	1	2048.1	80.3	1	1118.4	51.8	1	494	45.6	518	294	132	11.4	8.5	6.8	37.8	31.1	22.9	69.8	40.6	38.9	-
315	220015	0	9242	0	0	20.57	7	0.01	211.37	34.71	71	15.786	0.051	15.427	0.031	8.76	0	0	26.51	0	0	26.27	1	1.06E+00	4.09E-01	1	8.63E-01	3.27E-01	1	522.8	125.8	1	280.8	78.5	1	149.5	47.2	638	364	163	12.6	9.9	7.6	42	34.6	25.4	117.9	69.7	39	-
316	47063	0	9308	5638	0	23.94	0	-99.99	24.21	24.21	0	18.472	0.062	16.771	0.051	10.52	1	32.24	2.64	1	15.92	4.55	0	1.50E-01	0.00E+00	0	1.69E-01	0.00E+00	0	46.8	0	0	35.9	0	0	22.3	0	51	28	12	2.2	1.6	1.3	12	9.6	6.6	9.7	7	3.2	-
317	47066	0	9311	0	1022	24.51	5	0.033	51.57	41.3	165	17.153	0.051	16.788	0.032	8.94	1	14.34	1.22	1	11.62	2.69	1	2.22E-01	1.00E-01	1	4.75E-01	6.20E-02	1	333.6	56	1	187.5	25.4	1	73.7	18	187	105	47	6.8	5.2	4.1	22.7	18.6	13.6	50.7	16.5	11.1	-
318	47070	0	9328	5645	0	19.57	9	0.027	100.8	63.42	105	14.831	0.05	14.367	0.03	9.43	1	115.24	9.3	1	137.88	22.06	1	5.00E+00	4.06E-01	1	6.33E+00	4.83E-01	1	3268.5	119.2	1	1611.6	105.8	1	652.5	46.3	560	317	140	12.3	9.3	7.1	39.3	32.3	23.5	111.9	100.3	39.2	-
319	75064	0	9353	5669	0	19.54	8	0.027	167.16	118.44	61	14.001	0.05	13.72	0.03	9.47	0	0	0	0	0	0	1	6.92E+00	9.96E-01	1	8.15E+00	1.19E+00	1	5099.6	334.4	1	2672.5	219.7	1	1155.6	89.2	1725	971	435	20.7	15.3	12.3	69.1	56.5	41.5	326.5	211.7	78	-
320	47090	0	9363	5668	0	22.61	9	0.036	152.29	144.81	17	13.965	0.05	13.662	0.03	9.6	1	246.19	15.81	1	251.26	27.94	1	7.74E+00	2.20E+00	1	1.03E+01	1.48E+00	1	6699	358.1	1	3578.2	213.9	1	1582.6	100.8	1921	1079	482	21.9	16	13	72.9	59.6	43.7	349.9	204.8	89.9	-
321	47123	0	9427	5692	0	22.59	5	0.037	49.7	33.09	40	15.607	0.05	15.249	0.03	9.11	1	108.36	1.63	1	107.66	7.62	1	2.94E+00	1.70E-01	1	3.16E+00	1.79E-01	1	1390.6	31.9	1	600.5	25.1	1	210.7	14.9	145	81	36	7.2	5.3	3.9	20	16.3	11.9	23.8	18.3	8	-
322	47127	0	9436	5701	0	21.5	3	-99.99	153.3	148.4	90	15.53	0.052	15.156	0.033	10.45	1	118.15	26.69	0	0	248.19	1	1.45E+00	1.03E+00	1	1.86E+00	1.20E+00	1	2972.6	380.4	1	1701.2	313.4	1	769.5	138.6	1985	1120	497	13.4	10	8.1	74.1	60.7	44.3	372.9	307.3	131.1	-
323	48004	0	9483	0	1048	23.43	5	0.037	100.53	47.06	163	17.357	0.05	16.593	0.03	9.88	1	185.42	4.43	1	168.93	14.39	1	5.69E+00	3.91E-01	1	7.55E+00	5.75E-01	1	4047.4	63.5	1	1857.5	49	1	707	24.4	410	233	103	14.1	9.2	6.7	33.7	27.8	20.2	52	39.3	12	-
